ka,ba,kc,bc,r,loss,success,time,run_idx,cycle
1.1187295924076996,-0.8146071255760504,1.003745394447447,-0.8441292188326917,0.05288876971526982,10000000000.0,True,0.006470680236816406,5,258
1.1455270781612708,-0.2618150454680088,1.092639210383177,-1.023695249557661,0.009896564512319517,10000000000.0,True,0.008164405822753906,6,258
1.1780449930478691,-1.0193194371121639,0.9139840945839042,-0.23058616876443416,0.006041227780488823,10000000000.0,True,0.006887674331665039,7,258
0.9666788209021525,-0.2313639119813513,0.887553803041807,-0.5223177234952896,0.08835422324584961,10000000000.0,True,0.012552261352539062,8,258
1.0728419352288665,-0.24175778852619434,0.9750892361253058,-0.15041946817642593,0.01175610871695667,10000000000.0,True,0.008595705032348633,0,309
0.9711764593224764,-0.7052395716295317,0.8074725557996507,-1.0264040408203186,0.09524554417805614,10000000000.0,True,0.007639169692993164,1,309
1.018463375567546,-1.403500995570224,0.8140824501526921,-0.7804451260918912,0.07330845687216056,10000000000.0,True,0.009261608123779297,2,309
1.1086322856952189,-1.314763642708416,1.118444774241376,-0.3369531296453221,0.0766053161240942,10000000000.0,True,0.005643367767333984,3,309
1.1568709181951358,-0.07312763107257125,1.1392972035841389,-0.8960523410750729,0.07043258155589226,10000000000.0,True,0.007263898849487305,4,309
0.9304581769561574,-0.8559595084339513,1.1268320331056287,-1.1954085651106587,0.0882597491139898,10000000000.0,True,0.006894111633300781,5,309
1.042590759559108,-1.238091536759026,0.8755783065657267,-0.749215720632485,0.003418767461268424,10000000000.0,True,0.006227970123291016,6,309
0.988283046193173,-0.5934695140279971,1.1145842979713818,-0.8251773446947228,0.017227892867916195,10000000000.0,True,0.00854182243347168,7,309
1.0322149920429509,-0.537455859330419,1.0386308365958645,-1.442064694207987,0.0678313520266142,10000000000.0,True,0.009026288986206055,8,309
